"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 13 03:26:13 GMT 2023","Sat May 13 03:26:13 GMT 2023","16","tests","test_gpt_cli","","","","test_gpt_cli[ask --fast -repo microsoft/gpt-review --branch main what programming language is this code written in?]",""
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:13 GMT 2023","1948","tests","test_gpt_cli","","","","test_gpt_cli[ask --files src/gpt_review/__init__.py --files src/gpt_review/__init__.py what programming language is this code written in? --reset]",""
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:11 GMT 2023","0","tests","test_git","","","","test_find_git_dir",""
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:11 GMT 2023","0","tests","test_github","","","","test_pr_diff","Unit Test for GitHub API diff call."
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:11 GMT 2023","14","tests","test_gpt_cli","","","","test_gpt_cli[ask --help]",""
"passed","Sat May 13 03:26:13 GMT 2023","Sat May 13 03:26:13 GMT 2023","11","tests","test_gpt_cli","","","","test_gpt_cli[review diff --diff tests/mock.diff --config tests/config.summary.test.yml]",""
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:11 GMT 2023","10","tests","test_gpt_cli","","","","test_gpt_cli[ask how are you --frequency-penalty 4]",""
"passed","Sat May 13 03:26:13 GMT 2023","Sat May 13 03:26:13 GMT 2023","289","tests","test_gpt_cli","","","","test_gpt_cli[github review]",""
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:11 GMT 2023","10","tests","test_gpt_cli","","","","test_gpt_cli[ask how are you --fast --max-tokens 0]",""
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:11 GMT 2023","11","tests","test_gpt_cli","","","","test_gpt_cli[ask how are you --presence-penalty 9.7]",""
"passed","Sat May 13 03:26:13 GMT 2023","Sat May 13 03:26:13 GMT 2023","1","tests","test_review","","","","test_empty_summary",""
"passed","Sat May 13 03:26:29 GMT 2023","Sat May 13 03:26:29 GMT 2023","0","tests","test_openai","","","","test_rate_limit",""
"passed","Sat May 13 03:26:13 GMT 2023","Sat May 13 03:26:13 GMT 2023","7","tests","test_gpt_cli","","","","test_gpt_cli[review --help]",""
"passed","Sat May 13 03:26:13 GMT 2023","Sat May 13 03:26:13 GMT 2023","11","tests","test_gpt_cli","","","","test_gpt_cli[github review --help]",""
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:11 GMT 2023","13","tests","test_gpt_cli","","","","test_gpt_cli[ask how are you]",""
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:11 GMT 2023","13","tests","test_gpt_cli","","","","test_gpt_cli[ask --fast how are you]",""
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:11 GMT 2023","11","tests","test_gpt_cli","","","","test_gpt_cli[ask how are you --fast --max-tokens 'test']",""
"passed","Sat May 13 03:26:13 GMT 2023","Sat May 13 03:26:13 GMT 2023","2","tests","test_report","","","","test_report_generation","Test report generation with mocks."
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:11 GMT 2023","1","tests","test_git","","","","test_commit","Unit test for commit function."
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:13 GMT 2023","1868","tests","test_gpt_cli","","","","test_gpt_cli[ask --fast -d src/gpt_review --reset --recursive --hidden --required-exts .py what programming language is this code written in?]",""
"passed","Sat May 13 03:26:13 GMT 2023","Sat May 13 03:26:13 GMT 2023","10","tests","test_gpt_cli","","","","test_gpt_cli[review diff --help]",""
"passed","Sat May 13 03:26:13 GMT 2023","Sat May 13 03:26:13 GMT 2023","18","tests","test_gpt_cli","","","","test_gpt_cli[review diff --diff tests/mock.diff --config tests/config.summary.extra.yml]",""
"passed","Sat May 13 03:26:13 GMT 2023","Sat May 13 03:26:13 GMT 2023","13","tests","test_gpt_cli","","","","test_gpt_cli[ask --fast -f src/gpt_review/__init__.py what programming language is this code written in?]",""
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:11 GMT 2023","13","tests","test_gpt_cli","","","","test_gpt_cli[ask how are you --temperature 9]",""
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:11 GMT 2023","12","tests","test_gpt_cli","","","","test_gpt_cli[ask how are you --top-p 4.5]",""
"passed","Sat May 13 03:26:13 GMT 2023","Sat May 13 03:26:13 GMT 2023","10","tests","test_gpt_cli","","","","test_gpt_cli[git commit --help]",""
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:11 GMT 2023","8","tests","test_gpt_cli","","","","test_gpt_cli[--help]",""
"broken","Sat May 13 03:26:13 GMT 2023","Sat May 13 03:26:29 GMT 2023","16168","tests","test_openai","","","","test_get_engine",""
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:11 GMT 2023","4","tests","test_context","","","","test_load_context_file",""
"passed","Sat May 13 03:26:13 GMT 2023","Sat May 13 03:26:13 GMT 2023","12","tests","test_review","","","","test_get_review",""
"passed","Sat May 13 03:26:11 GMT 2023","Sat May 13 03:26:11 GMT 2023","1","tests","test_gpt_cli","","","","test_gpt_cli[--version]",""
